Flipp Dinero - Leave Me Alone (Prod. by Young Forever x Cast Beats).wav;0.2684;2496.9204;2253.5331;4848.4957;0.1262
Cardi B - Money.wav;0.4349;3328.9345;2701.3515;6364.4948;0.1513
