Megan Thee Stallion - Cash Shit feat. DaBaby.wav;0.4718;3270.8507;2589.1455;6275.6287;0.1793
Kodak Black - ZEZE (feat. Travis Scott and Offset).wav;0.4021;2165.8907;2454.1815;5006.1031;0.0672
